1814,0,0
2011,82707,82767
1829,148182,148263
1953,193784,181649
1870,194551,181205
1986,193836,180857
1822,193345,180630
1863,193078,180507
1830,192957,180439
1780,192951,180464
1588,193032,180509
1591,193177,180600
1441,193366,180686
1616,193587,180809
1629,193803,180930
1745,194038,181033
1674,194222,181140
1713,194372,181200
1730,194477,181269
1719,194592,181320
1648,194714,181397
1740,194905,181491
1715,195109,181606
1616,195279,181682
1605,195372,181714
1719,195372,181717
1668,195325,181674
1739,195240,181642
1666,195146,181586
1680,195033,181525
1599,194929,181467
1649,194864,181432
1648,194819,181405
1695,194809,181420
1709,194880,181450
1900,194981,181520
1776,195138,181599
1792,195333,181685
1894,195551,181802
1696,195805,181919
1735,196057,182057
1649,196323,182175
1654,196537,182298
1611,196681,182386
1625,196847,182482
1599,197020,182568
1654,197201,182658
1680,197391,182748
1802,197594,182844
2183,197780,182951
3119,197970,183033
2795,198127,183115
1831,198279,183177
1533,198399,183252
1535,198504,183286
1581,198557,183317
1666,198603,183327
1664,198646,183351
1712,198712,183373
1729,198779,183418
1805,198844,183452
1728,198901,183475
1828,198950,183500
1828,199016,183525
1953,199109,183584
1885,199203,183613
1925,199292,183667
1854,199372,183677
1968,199315,183652
1983,198863,183400
1935,197878,182882
1979,196615,182251
2085,195408,181655
2035,194427,181177
2087,193725,180851
1942,193283,180636
2016,193040,180528
1797,192983,180514
1908,193041,180559
1535,193183,180652
1680,193398,180764
1491,193640,180894
1535,193923,181028
1414,194224,181181
1629,194473,181307
1584,194682,181424
1607,194852,181496
1605,194958,181542
1747,195050,181591
1625,195145,181641
1669,195330,181740
1738,195565,181854
1713,195779,181967
1628,195949,182033
1685,196021,182092
1638,196061,182092
1741,196054,182098
1599,196020,182070
1803,195980,182057
1698,195957,182044
1790,195956,182052
1639,195964,182051
1815,196008,182073
1749,196082,182106
1716,196211,182167
1687,196370,182260
1836,196602,182354
1761,196856,182494
1858,197174,182643
1791,197499,182816
1904,197866,182993
1937,198214,183167
1903,198552,183330
1774,198845,183471
1727,199093,183587
1683,199307,183672
1794,199466,183758
1679,199603,183806
1843,199703,183872
1762,199816,183912
1779,199910,183959
1883,200008,184005
2275,200112,184068
3139,200224,184116
2512,200352,184186
1650,200496,184244
1456,200622,184314
1517,200723,184363
1495,200800,184401
1459,200851,184407
1601,200868,184417
1569,200886,184424
1613,200916,184432
1558,200948,184456
1634,201031,184486
1672,201141,184548
1680,201291,184615
1865,201449,184706
1749,201625,184776
1818,201780,184855
1822,201862,184884
1860,201644,184760
1851,200760,184302
1846,199248,183543
1834,197658,182764
1949,196244,182068
1936,195151,181551
1977,194424,181194
1863,193961,180976
1978,193757,180870
1719,193724,180869
1813,193829,180927
1670,194007,181034
1671,194227,181156
1520,194484,181281
1652,194768,181419
1535,195020,181540
1647,195218,181641
1629,195362,181700
1749,195429,181736
1686,195475,181750
1795,195519,181784
1759,195607,181819
1792,195746,181902
1729,195919,181986
1840,196060,182046
1770,196123,182075
1845,196123,182074
1703,196087,182056
1843,196029,182019
1778,195931,181978
1835,195837,181918
1737,195743,181882
