2018,0,0
2459,1844,1948
3659,1849,1937
3440,1841,1947
2014,1845,1948
1632,1841,1944
1691,1837,1945
1695,1843,1949
1517,1847,1950
1648,1841,1951
1762,1849,1939
1761,1838,1956
1762,1839,1942
1931,1849,1954
1883,1838,1950
1949,1830,1950
1901,1845,1944
2032,1842,1957
1919,1843,1946
2038,1829,1949
2027,1842,1954
2096,1836,1951
1905,1838,1949
2094,1841,1953
1878,1839,1948
1936,1840,1951
1934,1838,1954
1999,1845,1947
1798,1836,1956
2014,1838,1939
1919,1833,1952
2043,1842,1942
1895,1834,1947
2005,1842,1944
1983,1834,1960
2054,1846,1942
1987,1838,1951
2087,1838,1946
1988,1841,1953
2019,1845,1951
1966,1833,1947
2147,1849,1950
2001,1848,1954
2108,1847,1947
2032,1840,1945
2075,1841,1947
2064,1844,1947
2119,1840,1950
2102,1846,1943
2250,1841,1951
2047,1842,1947
2047,1833,1952
2002,1843,1936
2131,1832,1954
1974,1849,1937
1969,1837,1950
1999,1838,1946
1973,1829,1960
1995,1841,1944
2288,1839,1949
2464,1837,1944
4095,1839,1947
3467,1841,1955
2207,1847,1954
1724,1837,1946
1808,1830,1951
1696,1836,1947
1778,1837,1949
1773,1838,1947
1837,1838,1945
1837,1830,1959
1968,1839,1948
1931,1832,1953
1947,1845,1955
1893,1836,1959
1937,1844,1940
1983,1834,1957
2013,1847,1946
2029,1828,1954
2092,1847,1945
2029,1851,1947
1946,1843,1944
1871,1838,1949
1834,1840,1951
1846,1845,1940
1819,1833,1945
1819,1840,1943
1865,1836,1958
1760,1838,1946
1759,1831,1953
1845,1843,1952
1689,1832,1959
1845,1843,1947
1839,1840,1953
1754,1835,1949
1782,1831,1951
1777,1843,1948
1749,1838,1956
1840,1843,1952
1815,1832,1957
1848,1841,1943
1741,1840,1955
1813,1843,1948
1712,1840,1945
1738,1840,1948
1841,1839,1941
1840,1834,1954
1892,1835,1940
1967,1836,1949
1815,1840,1947
1786,1833,1958
1808,1836,1946
1865,1829,1956
1723,1845,1950
1667,1836,1956
1683,1833,1940
1808,1833,1948
1792,1840,1947
1901,1847,1960
2085,1839,1946
2591,1835,1951
3867,1845,1947
2666,1844,1948
1590,1843,1952
1609,1837,1953
1526,1844,1957
1627,1845,1943
1459,1843,1957
1671,1844,1948
1617,1838,1956
1755,1853,1953
1658,1846,1962
1839,1852,1964
1767,1848,1978
1840,1861,1967
1775,1853,1982
1879,1864,1970
1781,1855,1989
1966,1864,1990
1861,1865,1987
1901,1866,1994
1782,1868,1997
1968,1877,1997
1725,1884,1998
1779,1875,2005
1717,1871,2013
1793,1876,2011
1693,1881,1997
1746,1876,2015
1663,1885,2004
1779,1885,2017
1808,1895,2007
1843,1890,2017
1803,1897,2015
1790,1895,2017
1776,1897,2020
1791,1910,2023
1853,1905,2019
1822,1903,2031
1851,1908,2036
1773,1918,2031
1771,1915,2048
1727,1920,2049
1707,1925,2068
1942,1944,2065
1797,1938,2089
1919,1966,2085
1889,1964,2114
1935,1993,2126
1971,1993,2148
1871,2021,2152
1775,2017,2186
1751,2041,2198
1786,2081,2238
1907,2082,2256
1834,2114,2287
1747,2140,2315
1741,2163,2356
1797,2196,2392
1968,2226,2426
2343,2264,2467
3859,2310,2525
3049,2357,2598
1955,2423,2655
1470,2485,2751
1535,2576,2829
1437,2655,2939
1516,2756,3036
1584,2838,3164
1683,2970,3294
1646,3083,3449
1699,3233,3589
1674,3370,3759
1770,3535,3942
1750,3700,4144
1874,3876,4355
1791,4065,4568
1830,4259,4795
1835,4460,5025
1975,4668,5272
1891,4882,5511
1868,5089,5758
1717,5289,5993
1794,5482,6235
1703,5710,6480
1776,5949,6790
1774,6232,7115
1728,6514,7470
1775,6860,7868
1754,7247,8334
1832,7687,8849
1805,8154,9404
1723,8625,9939
1855,9084,10495
1776,9528,11013
1837,9908,11464
1763,10283,11918
1871,10693,12386
1824,11081,12877
1827,11532,13405
1775,11979,13962
1827,12391,14424
1856,12633,14726
1867,12871,15043
1767,13230,15490
1901,13741,16119
1812,14333,16862
1941,14941,17576
1847,15371,18104
2026,15726,18558
1929,16046,18961
1935,16313,19321
1762,16593,19666
1875,16900,20110
1744,17319,20631
1826,17818,21291
1650,18417,22041
1862,19028,22818
1808,19690,23595
2075,20177,24197
2234,20415,24452
3536,20383,24401
3195,20118,24091
2031,20008,24013
1616,20434,24623
1638,21516,25986
1566,22833,27572
1587,23935,28843
1534,24608,29658
1750,25088,30252
1607,25465,30726
1797,25816,31198
1655,26348,31919
1872,27087,32875
1809,28243,34378
1854,29907,36417
1863,30974,37642
1894,31341,38105
1872,31368,38143
1969,31220,38089
1795,31204,38143
1819,31133,38183
1863,31246,38430
1823,31790,39309
1726,33366,41517
1791,36167,45222
1846,39719,49724
1761,42933,53724
1778,45480,56938
1792,47323,59310
1802,48752,61177
1853,49532,62097
1739,49618,62259
1875,49919,62778
1787,51184,64666
1813,53887,68193
1881,56662,71630
1920,57973,73061
1856,57629,72526
1822,56290,70743
1815,54695,68893
1797,54129,68337
1776,54601,69127
1809,56312,71494
1866,59257,75339
1851,62556,79531
1888,65532,83177
1957,68215,86517
1966,70508,89376
1855,72699,92226
1847,75530,95869
1930,78872,100186
1782,82738,105086
1723,86136,109174
1806,88893,112601
1695,92281,116775
1827,96325,121775
1801,101218,127711
1809,107280,134977
2037,114659,143714
2839,121341,151005
4095,124256,153926
2832,124121,153523
1744,121675,150691
1589,119870,148974
1488,120634,150167
1485,122670,152696
1498,125046,155334
1648,125568,155742
1621,125141,155258
1678,125858,156417
1683,128833,159956
1710,133071,164989
1666,139197,171718
1892,146045,178784
1797,151587,183752
1855,154660,185380
1774,155021,183399
1978,152310,177254
1808,146889,167762
1913,139894,157431
1787,135579,152153
1858,134263,150663
1764,134560,150899
1808,135208,151447
1702,135555,151732
1777,135600,151632
1675,135648,151646
1831,136157,152147
1773,136981,152971
1819,138229,154260
1689,139981,156014
1811,141979,157939
1776,143801,159612
1783,145579,161317
1771,147655,163237
1902,150002,165341
1776,152090,167067
1806,153373,168068
1883,154039,168533
1895,154583,168994
1771,156099,170468
1879,158133,172082
1795,160036,173606
1872,161829,174940
1856,163206,175942
1853,164048,176588
1942,164668,177049
1890,165318,177511
1905,165907,177935
1998,166377,178238
1919,166737,178514
1947,167111,178756
1840,167700,179339
1819,169743,180926
1827,170760,181560
1802,171531,182069
1779,172324,182615
1889,173006,183040
1867,173438,183322
1900,173660,183461
2153,173843,183608
3057,174190,183852
3773,174851,184288
2471,175630,184768
1728,176126,185054
1674,176287,185177
1531,176541,185408
1623,178232,186692
1679,179421,187352
1618,180308,187945
1803,181209,188447
1687,181986,188915
1839,182865,189440
1830,184070,190182
1836,185485,191015
1840,186884,191800
1817,188038,192424
1851,189004,192958
1979,189806,193380
1859,190397,193680
1963,190863,193926
1898,191039,193992
1903,190899,193942
1830,190698,193849
1760,190576,193824
1791,190620,193864
1820,190641,193914
1712,190670,193937
1792,190669,193984
1782,190755,194041
1758,190916,194135
1725,191178,194298
1892,191640,194550
1795,192019,194741
1911,192167,194813
1775,192359,194943
1860,192687,195096
1826,193124,195341
1849,193645,195588
1858,194188,195874
1849,194648,196092
1837,194977,196277
1927,195322,196437
1747,195673,196608
1874,196180,196782
1748,196757,197102
1847,197518,197543
1806,198513,198069
1953,199173,198381
1875,199649,198619
1918,200091,198863
1952,200628,199130
2064,201219,199457
1863,201834,199769
1866,202415,200059
1833,203036,200344
1869,203582,200628
1738,204042,200832
1831,204386,200997
1761,204717,201144
1846,205055,201308
1813,205385,201469
2151,205724,201622
2512,206086,201794
4082,206474,201984
2701,206853,202163
1885,207289,202354
1474,207718,202572
1623,208185,202791
1587,208612,203006
1635,209031,203186
1724,209394,203362
1797,209744,203513
1687,210047,203656
1727,210316,203782
1737,210549,203878
1761,210755,203980
1793,210973,204073
1845,211198,204181
1883,211400,204264
1902,211532,204330
1870,211607,204349
1904,211496,204292
1774,211149,204090
1878,210541,203791
1729,209924,203484
1851,209396,203230
1680,208887,202998
1748,208401,202795
1791,207966,202583
1693,207517,202397
1730,207123,202220
1734,206794,202094
1739,206597,202006
1773,206537,201994
1801,206571,202031
1776,206699,202084
1847,206828,202161
1744,206946,202208
1829,207047,202266
1901,207137,202295
1791,207239,202363
1822,207393,202420
1835,207578,202500
1850,207751,202567
1779,207928,202660
1867,208103,202733
1827,208208,202778
1841,208274,202806
1931,208297,202798
1869,208285,202798
2005,208294,202788
1936,208331,202807
1878,208429,202852
1863,208506,202894
1860,208586,202922
1734,208636,202944
1865,208701,202955
1742,208810,203007
1871,208947,203076
1795,209091,203144
1892,209250,203213
2218,209435,203297
3119,209638,203388
3666,209811,203468
2326,209954,203544
1606,210125,203618
1586,210318,203713
1579,210526,203785
1648,210725,203879
1584,210924,203954
1694,211091,204050
1685,211248,204098
1791,211397,204178
1714,211550,204241
1810,211683,204312
1758,211800,204356
1938,211927,204415
1834,212070,204479
1991,212196,204529
1901,212280,204591
1936,212317,204569
1886,212153,204491
1926,211808,204287
1808,211316,204053
