1391,0,0
1911,82732,82721
1612,148234,148236
2069,204935,198116
1806,212490,201011
2235,212587,201056
2334,212682,201089
3141,212770,201131
2227,212859,201168
2242,212950,201202
1959,212972,201222
2337,212952,201251
2032,212980,201245
2441,213015,201254
1985,213049,201257
2448,213099,201278
2150,213137,201303
2535,213191,201317
2135,213236,201344
2581,213296,201358
2246,213360,201386
2638,213438,201416
2266,213507,201446
2689,213575,201463
2303,213573,201463
2712,213507,201420
2346,213270,201292
2642,212773,201057
2327,212069,200709
2615,211252,200322
2173,210445,199955
2486,209736,199632
1933,209189,199391
2239,208782,199226
1737,208579,199140
2080,208509,199133
1652,208542,199164
2128,208624,199210
1771,208746,199285
2031,208922,199360
1811,209138,199467
2129,209398,199578
1776,209643,199705
2173,209884,199815
1808,210098,199910
2182,210292,200004
1836,210474,200095
2125,210637,200173
1904,210809,200248
2182,210963,200320
1840,211114,200374
2227,211250,200443
1871,211356,200478
2167,211427,200512
1936,211469,200523
2145,211475,200532
1894,211463,200540
2181,211443,200532
1923,211425,200524
2177,211380,200509
1950,211346,200486
2212,211320,200471
2001,211325,200474
2267,211370,200492
2039,211445,200537
2224,211530,200565
1936,211610,200615
2112,211670,200633
1916,211764,200694
2084,211860,200725
1917,211957,200760
2131,212031,200796
1968,212108,200836
2128,212184,200865
2178,212290,200891
2833,212390,200951
2534,212526,201005
1993,212662,201071
1911,212790,201133
2032,212905,201175
1941,212969,201211
1989,213028,201240
1938,213089,201266
1979,213162,201291
2044,213254,201325
2110,213303,201343
2010,213320,201342
2112,213330,201341
2002,213363,201354
2118,213419,201381
2112,213486,201413
2071,213555,201453
2087,213616,201470
2149,213600,201448
2131,213460,201384
2141,213089,201194
2201,212452,200886
2135,211651,200501
2183,210816,200124
2077,210068,199774
1986,209445,199485
1904,208967,199283
1911,208663,199155
1776,208512,199104
1809,208460,199101
1744,208493,199136
1786,208580,199203
1663,208703,199237
1829,208868,199327
1706,209049,199410
1823,209255,199509
1776,209469,199608
1812,209714,199719
1616,209910,199804
1913,210105,199899
1727,210294,199990
1895,210504,200083
1690,210729,200195
1893,210950,200282
1649,211086,200353
1877,211169,200375
1663,211189,200397
1942,211211,200407
1618,211217,200420
1905,211208,200409
1653,211139,200377
1883,211079,200337
1625,211030,200319
1962,211030,200334
1690,211076,200359
1910,211130,200394
1690,211146,200389
1978,211172,200418
1613,211225,200427
1813,211288,200461
1523,211391,200490
1763,211522,200553
1471,211685,200619
1863,211850,200699
1451,211985,200768
1842,212086,200817
1567,212183,200847
2318,212284,200886
2235,212406,200950
1953,212526,200995
1337,212664,201079
1813,212836,201169
1383,212999,201235
1733,213132,201297
1371,213209,201321
1662,213281,201346
1353,213306,201357
1755,213350,201363
1425,213375,201378
1773,213422,201387
1337,213479,201413
1767,213551,201442
1407,213609,201475
1767,213662,201492
1402,213686,201497
1937,213721,201505
1498,213679,201491
1907,213548,201412
1520,213185,201232
1893,212599,200952
1510,211849,200595
1863,211050,200213
1456,210352,199890
1807,209802,199666
1273,209440,199513
1618,209246,199444
1179,209188,199422
1515,209234,199496
1211,209414,199588
1535,209629,199696
1147,209874,199811
1535,210120,199941
1152,210372,200056
1535,210599,200164
1248,210815,200258
1661,211030,200358
1249,211236,200458
1596,211476,200554
1278,211680,200644
1642,211884,200745
1223,212087,200830
1658,212301,200926
1309,212464,201001
1635,212595,201067
1317,212671,201119
1733,212708,201133
1279,212684,201117
1708,212620,201097
1383,212529,201046
1741,212436,201004
1376,212379,200965
1727,212318,200940
1405,212253,200897
1702,212210,200887
1339,212229,200890
1744,212301,200917
1523,212389,200954
1778,212449,200988
1519,212520,201032
1821,212631,201076
1486,212716,201116
1714,212816,201143
1373,212909,201202
1728,213016,201238
1391,213103,201279
1712,213181,201311
1471,213260,201341
1666,213345,201385
1535,213453,201434
1931,213559,201475
2289,213648,201514
2470,213717,201545
1535,213762,201558
1715,213807,201576
1535,213870,201595
1585,213947,201636
1517,214025,201658
1699,214076,201690
1506,214107,201699
1763,214139,201703
1598,214201,201735
1744,214282,201767
1623,214369,201804
1872,214456,201839
1717,214539,201869
1779,214599,201896
1819,214634,201909
1904,214653,201898
1907,214631,201873
2032,214522,201809
